Disaster_Subgroup,Disaster_Type,Disaster_Subtype,ISO,Country,Subregion,Magnitude,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Total_Deaths,No_Injured,No_Affected,Total_Affected,Total_Damage_Adj,CPI
Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,29905.0,2020,12,16.0,2020,12,21.0,1.0,21.0,139000.0,139000.0,107022.0,82.50568384880243
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2020,8,,2020,8,,92.0,21.0,25450.0,20000.0,5817781.0,82.50568384880243
Meteorological,Storm,Tropical cyclone,KHM,Cambodia,South-eastern Asia,144.0,2009,11,2.0,2009,11,3.0,2.0,52.0,40000.0,14400.0,97437.0,68.39164268330555
Hydrological,Flood,Flash flood,MNG,Mongolia,Eastern Asia,29905.0,2020,7,8.0,2020,7,15.0,19.0,21.0,13875.0,13875.0,107022.0,82.50568384880243
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,6.2,2021,1,15.0,2021,1,15.0,110.0,826.0,99827.0,100653.0,67954.0,86.38165694109576
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2021,1,15.0,2021,1,21.0,21.0,21.0,126025.0,126025.0,107022.0,86.38165694109576
Meteorological,Storm,Blizzard/Winter storm,JPN,Japan,Eastern Asia,144.0,2021,1,7.0,2021,1,12.0,23.0,394.0,40000.0,394.0,2315306.0,86.38165694109576
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2021,12,31.0,2022,12,4.0,2.0,21.0,27500.0,27500.0,107022.0,86.38165694109576
Climatological,Other,Glacial lake outburst flood,IND,India,Southern Asia,0.0,2021,2,7.0,2021,2,8.0,234.0,9.0,44267.5,79.5,243107.0,86.38165694109576
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,0.0,2021,2,14.0,2021,2,14.0,19.0,16.0,175.0,191.0,20565.5,86.38165694109576
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.6,2021,2,17.0,2021,2,17.0,2.0,63.0,257661.0,257724.0,11577.0,86.38165694109576
Meteorological,Storm,Severe weather,THA,Thailand,South-eastern Asia,144.0,2021,3,22.0,2021,3,23.0,2.0,52.0,40000.0,900.0,97437.0,86.38165694109576
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,7.1,2021,2,13.0,2021,2,13.0,1.0,185.0,7647.0,7892.0,8913929.0,86.38165694109576
Meteorological,Storm,Tropical cyclone,TLS,Timor-Leste,South-eastern Asia,102.0,2021,4,5.0,2021,4,6.0,41.0,52.0,143670.0,143670.0,97437.0,86.38165694109576
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,29905.0,2021,2,11.0,2021,2,12.0,1.0,21.0,18170.0,18170.0,107022.0,86.38165694109576
Meteorological,Storm,Sand/Dust storm,CHN,China,Eastern Asia,144.0,2021,3,14.0,2021,3,16.0,12.0,52.0,40000.0,14400.0,97437.0,86.38165694109576
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2021,3,17.0,2021,3,18.0,19.0,21.0,1974.0,1974.0,107022.0,86.38165694109576
Meteorological,Storm,Tornado,CHN,China,Eastern Asia,144.0,2021,5,13.0,2021,5,15.0,12.0,249.0,80052.0,80301.0,111135.0,86.38165694109576
Geophysical,Earthquake,Ground movement,BTN,Bhutan,Southern Asia,6.0,2021,4,28.0,2021,4,28.0,7.0,2.0,500.0,502.0,104477.5,86.38165694109576
Meteorological,Storm,Tropical cyclone,LKA,Sri Lanka,Southern Asia,144.0,2021,5,16.0,2021,5,17.0,12.0,52.0,879.0,879.0,97437.0,86.38165694109576
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,0.0,2021,4,29.0,2021,4,1.0,13.0,13.0,1470.0,1470.0,20565.5,86.38165694109576
Hydrological,Flood,Flash flood,BTN,Bhutan,Southern Asia,29905.0,2021,6,16.0,2021,6,17.0,10.0,21.0,25450.0,20000.0,107022.0,86.38165694109576
Meteorological,Storm,Tropical cyclone,LAO,Lao People's Democratic Republic,South-eastern Asia,144.0,2021,6,13.0,2021,6,13.0,12.0,52.0,26000.0,26000.0,97437.0,86.38165694109576
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.1,2021,6,10.0,2021,6,10.0,7.0,2.0,8010.0,8012.0,104477.5,86.38165694109576
Hydrological,Flood,Flood (General),IND,India,Southern Asia,29905.0,2021,7,1.0,2021,7,1.0,19.0,21.0,7587.0,7587.0,107022.0,86.38165694109576
Hydrological,Flood,Flood (General),MYS,Malaysia,South-eastern Asia,29905.0,2021,5,20.0,2021,5,3.0,19.0,21.0,5782.0,5782.0,107022.0,86.38165694109576
Hydrological,Mass movement (wet),Landslide (wet),IND,India,Southern Asia,0.0,2021,7,17.0,2021,7,18.0,33.0,13.0,1275.5,300.0,20565.5,86.38165694109576
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2021,6,1.0,2021,6,30.0,352.0,21.0,14500000.0,14500000.0,19101277.0,86.38165694109576
Meteorological,Storm,Severe weather,IRN,Iran (Islamic Republic of),Southern Asia,144.0,2021,7,14.0,2021,7,21.0,10.0,52.0,2600.0,2600.0,97437.0,86.38165694109576
Hydrological,Flood,Flood (General),IRN,Iran (Islamic Republic of),Southern Asia,29905.0,2022,1,15.0,2022,1,21.0,19.0,1.0,18000.0,18001.0,107022.0,93.29460735164001
Hydrological,Flood,Flash flood,IND,India,Southern Asia,29905.0,2021,7,28.0,2021,7,29.0,37.0,17.0,105.0,122.0,107022.0,86.38165694109576
Hydrological,Flood,Flood (General),PRK,Democratic People's Republic of Korea,Eastern Asia,29905.0,2021,8,7.0,2021,8,9.0,19.0,21.0,5000.0,5000.0,107022.0,86.38165694109576
Hydrological,Flood,Flood (General),LKA,Sri Lanka,Southern Asia,29905.0,2022,9,2.0,2022,9,6.0,1.0,2.0,5476.0,5478.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2021,9,13.0,2021,9,14.0,19.0,21.0,11839.0,11839.0,107022.0,86.38165694109576
Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,29905.0,2021,8,27.0,2021,8,31.0,19.0,21.0,325400.0,325400.0,107022.0,86.38165694109576
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,144.0,2021,10,22.0,2021,10,27.0,5.0,52.0,82500.0,82500.0,8682.0,86.38165694109576
Hydrological,Flood,Flood (General),LKA,Sri Lanka,Southern Asia,29905.0,2021,10,25.0,2021,10,4.0,4.0,21.0,6000.0,6000.0,107022.0,86.38165694109576
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,6.6,2022,1,8.0,2022,1,8.0,7.0,9.0,26490.0,26499.0,579883.0,93.29460735164001
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,90.0,2021,9,26.0,2021,9,29.0,20.0,52.0,40000.0,14400.0,97437.0,86.38165694109576
Meteorological,Storm,Tropical cyclone,OMN,Oman,Western Asia,102.0,2021,10,3.0,2021,10,3.0,13.0,52.0,40000.0,14400.0,97437.0,86.38165694109576
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2021,10,5.0,2021,10,6.0,19.0,21.0,79095.0,79095.0,107022.0,86.38165694109576
Hydrological,Flood,Flood (General),KHM,Cambodia,South-eastern Asia,29905.0,2021,10,12.0,2021,10,15.0,19.0,21.0,225.0,225.0,107022.0,86.38165694109576
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2021,11,19.0,2021,11,25.0,19.0,8.0,11020.0,11028.0,107022.0,86.38165694109576
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,100.0,2021,12,4.0,2021,12,6.0,5.0,400.0,1650.0,2050.0,97437.0,86.38165694109576
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,240.0,2021,12,16.0,2021,12,17.0,457.0,1371.0,10607625.0,10608996.0,1059566.0,86.38165694109576
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,6.6,2022,9,5.0,2022,9,5.0,118.0,400.0,130000.0,130400.0,2465309.0,93.29460735164001
Hydrological,Flood,Flash flood,MYS,Malaysia,South-eastern Asia,29905.0,2021,12,17.0,2022,12,3.0,56.0,21.0,120000.0,120000.0,1690174.0,86.38165694109576
Climatological,Drought,Drought,IRN,Iran (Islamic Republic of),Southern Asia,3500.0,2021,1,,2022,1,,37.0,45.5,4900000.0,4900000.0,364331.0,86.38165694109576
Meteorological,Storm,Blizzard/Winter storm,SYR,Syrian Arab Republic,Western Asia,144.0,2022,1,18.0,2022,1,25.0,2.0,52.0,362700.0,362700.0,97437.0,93.29460735164001
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2022,2,10.0,2022,2,15.0,1.0,21.0,14700.0,14700.0,12862.0,93.29460735164001
Climatological,Wildfire,Wildfire (General),KOR,Republic of Korea,Eastern Asia,47.5,2022,2,15.0,2022,2,7.0,7.0,28.5,7000.0,8080.0,328495.5,93.29460735164001
Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,29905.0,2022,4,3.0,2022,4,5.0,19.0,21.0,108500.0,108500.0,13934.0,93.29460735164001
Hydrological,Flood,Flood (General),VNM,Viet Nam,South-eastern Asia,29905.0,2022,5,21.0,2022,5,30.0,13.0,4.0,2550.0,2554.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,29905.0,2022,5,20.0,2022,5,24.0,19.0,21.0,3900.0,3900.0,107022.0,93.29460735164001
Meteorological,Storm,Severe weather,LKA,Sri Lanka,Southern Asia,144.0,2022,5,29.0,2022,5,2.0,1.0,52.0,22338.0,22338.0,97437.0,93.29460735164001
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.9,2022,6,10.0,2022,6,10.0,7.0,4.0,780.0,784.0,104477.5,93.29460735164001
Hydrological,Flood,Flash flood,LKA,Sri Lanka,Southern Asia,29905.0,2022,8,1.0,2022,8,8.0,8.0,2.0,82389.0,82391.0,107022.0,93.29460735164001
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,29905.0,2022,6,22.0,2022,6,22.0,19.0,91.0,1288.0,1379.0,107022.0,93.29460735164001
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,175.0,2022,9,18.0,2022,9,20.0,5.0,140.0,1200.0,1340.0,2143747.0,93.29460735164001
Meteorological,Storm,Storm surge,PHL,Philippines,South-eastern Asia,195.0,2022,9,25.0,2022,9,26.0,17.0,52.0,913893.0,913945.0,61039.0,93.29460735164001
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,95.0,2022,10,24.0,2022,10,25.0,35.0,52.0,1000000.0,1000000.0,97437.0,93.29460735164001
Climatological,Drought,Drought,CHN,China,Eastern Asia,3500.0,2022,1,,2022,1,,37.0,45.5,6100000.0,6100000.0,8146237.0,93.29460735164001
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.9,2023,1,28.0,2023,1,28.0,3.0,1017.0,261387.0,262404.0,262521.0,97.13499263687517
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,29905.0,2023,2,13.0,2023,2,20.0,15.0,21.0,32764.0,32764.0,5147.0,97.13499263687517
Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,29905.0,2023,3,24.0,2023,3,6.0,14.0,27.0,750.0,777.0,107022.0,97.13499263687517
Geophysical,Earthquake,Ground movement,BTN,Bhutan,Southern Asia,8.1,2009,9,21.0,2009,9,21.0,11.0,12.0,12426.0,12.0,104477.5,68.39164268330555
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,144.0,2023,8,15.0,2023,8,17.0,12.0,66.0,600.0,666.0,97437.0,97.13499263687517
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,144.0,2009,11,11.0,2009,11,12.0,20.0,52.0,40000.0,14400.0,438650.0,68.39164268330555
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,126.0,2009,9,14.0,2009,9,14.0,13.0,58.0,1000000.0,1000058.0,431341.0,68.39164268330555
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2009,11,25.0,2009,11,25.0,4.0,13.0,48129.0,48142.0,18.0,68.39164268330555
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,35580.0,2009,11,7.0,2009,11,8.0,15.0,21.0,200000.0,200000.0,107022.0,68.39164268330555
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,35730.0,2009,11,3.0,2009,11,8.0,70.0,8.0,25450.0,8.0,93579.0,68.39164268330555
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,0.0,2009,11,8.0,2009,11,8.0,14.0,13.0,1275.5,300.0,20565.5,68.39164268330555
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,29905.0,2009,10,9.0,2009,10,9.0,20.0,21.0,25450.0,20000.0,107022.0,68.39164268330555
Hydrological,Mass movement (wet),Landslide (wet),YEM,Yemen,Western Asia,0.0,2009,8,27.0,2009,8,27.0,11.0,13.0,1275.5,300.0,20565.5,68.39164268330555
Hydrological,Flood,Flash flood,PAK,Pakistan,Southern Asia,30560.0,2009,8,15.0,2009,8,17.0,36.0,21.0,75000.0,75000.0,107022.0,68.39164268330555
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,144.0,2009,8,10.0,2009,8,10.0,12.0,52.0,2000.0,2000.0,97437.0,68.39164268330555
Hydrological,Mass movement (wet),Landslide (wet),CHN,China,Eastern Asia,0.0,2009,8,6.0,2009,8,6.0,31.0,18.0,1275.5,18.0,20565.5,68.39164268330555
Hydrological,Mass movement (wet),Landslide (wet),CHN,China,Eastern Asia,0.0,2009,7,22.0,2009,7,22.0,23.0,13.0,1275.5,300.0,20565.5,68.39164268330555
Hydrological,Mass movement (wet),Landslide (wet),JPN,Japan,Eastern Asia,0.0,2009,7,26.0,2009,7,27.0,28.0,13.0,1275.5,300.0,20565.5,68.39164268330555
Hydrological,Mass movement (wet),Landslide (wet),JPN,Japan,Eastern Asia,0.0,2009,7,20.0,2009,7,20.0,16.0,13.0,400.0,400.0,20565.5,68.39164268330555
Hydrological,Flood,Riverine flood,MNG,Mongolia,Eastern Asia,29905.0,2009,7,16.0,2009,7,26.0,26.0,21.0,15000.0,15000.0,137.0,68.39164268330555
Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,29905.0,2009,7,17.0,2009,7,17.0,19.0,21.0,920.0,920.0,107022.0,68.39164268330555
Meteorological,Storm,Lightning/Thunderstorms,IND,India,Southern Asia,144.0,2009,6,28.0,2009,6,29.0,35.0,12.0,40000.0,12.0,97437.0,68.39164268330555
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,29905.0,2009,7,,2009,7,,11.0,21.0,25450.0,20000.0,107022.0,68.39164268330555
Meteorological,Storm,Hail,CHN,China,Eastern Asia,100.0,2009,6,14.0,2009,6,15.0,15.0,181.0,40000.0,48631.0,96503.0,68.39164268330555
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,80.0,2008,10,27.0,2008,10,27.0,15.0,200.0,40000.0,200.0,97437.0,68.6356722808762
Hydrological,Mass movement (wet),Landslide (wet),PHL,Philippines,South-eastern Asia,0.0,2009,5,18.0,2009,5,18.0,10.0,16.0,1275.5,16.0,20565.5,68.39164268330555
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,88520.0,2009,3,25.0,2009,3,24.0,39.0,16.0,60000.0,60016.0,29243.0,68.39164268330555
Geophysical,Earthquake,Ground movement,AFG,Afghanistan,Southern Asia,5.2,2009,4,16.0,2009,4,16.0,22.0,59.0,12426.0,3309.0,104477.5,68.39164268330555
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,7.2,2009,2,11.0,2009,2,11.0,7.0,64.0,2985.0,3049.0,13160.0,68.39164268330555
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,0.0,2009,1,18.0,2009,1,18.0,15.0,13.0,5.0,5.0,20565.5,68.39164268330555
Meteorological,Storm,Sand/Dust storm,IND,India,Southern Asia,110.0,2008,5,14.0,2008,5,14.0,111.0,50.0,40000.0,50.0,36424.0,68.6356722808762
Climatological,Drought,Drought,SYR,Syrian Arab Republic,Western Asia,3500.0,2008,1,,2010,1,,37.0,45.5,1300000.0,1300000.0,364331.0,68.6356722808762
Climatological,Drought,Drought,TJK,Tajikistan,Central Asia,3500.0,2008,10,,2008,10,,37.0,45.5,800000.0,800000.0,364331.0,68.6356722808762
Meteorological,Extreme temperature,Heat wave,JPN,Japan,Eastern Asia,35.0,2008,7,,2008,7,,47.0,472.0,75000.0,5100.0,90654.0,68.6356722808762
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,6.1,2008,5,25.0,2008,5,25.0,8.0,1000.0,12426.0,351000.0,104477.5,68.6356722808762
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,126700.0,2008,12,26.0,2009,12,12.0,24.0,21.0,15000.0,15000.0,107022.0,68.6356722808762
Hydrological,Flood,Flash flood,MYS,Malaysia,South-eastern Asia,67570.0,2008,12,28.0,2009,12,19.0,19.0,21.0,6000.0,6000.0,107022.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2008,5,13.0,2008,5,13.0,1.0,40.0,8350.0,8390.0,408.0,68.6356722808762
Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,29905.0,2008,8,8.0,2008,8,8.0,19.0,21.0,39530.0,39530.0,107022.0,68.6356722808762
Hydrological,Mass movement (wet),Landslide (wet),CHN,China,Eastern Asia,0.0,2008,7,8.0,2008,7,8.0,15.0,13.0,1275.5,300.0,20565.5,68.6356722808762
Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,21770.0,2008,11,21.0,2008,11,24.0,10.0,21.0,239763.0,239763.0,5956.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,144.0,2008,8,5.0,2008,8,5.0,12.0,37.0,40000.0,37.0,97437.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,144.0,2008,9,23.0,2008,9,23.0,1.0,52.0,40000.0,14400.0,97437.0,68.6356722808762
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,29905.0,2008,11,15.0,2008,11,16.0,33.0,21.0,83000.0,84420.0,107022.0,68.6356722808762
Hydrological,Flood,Riverine flood,IRQ,Iraq,Western Asia,3310.0,2008,9,10.0,2008,9,11.0,4.0,21.0,25450.0,600.0,107022.0,68.6356722808762
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,29940.0,2008,10,10.0,2008,10,16.0,3.0,21.0,50000.0,50000.0,107022.0,68.6356722808762
Hydrological,Flood,Flash flood,YEM,Yemen,Western Asia,133200.0,2008,10,23.0,2008,10,24.0,90.0,64.0,25000.0,25064.0,582787.0,68.6356722808762
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,80590.0,2008,8,30.0,2008,8,8.0,47.0,21.0,2600000.0,2600000.0,29139.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,227.0,2008,9,28.0,2008,9,28.0,3.0,60.0,40000.0,60.0,131127.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2008,8,8.0,2008,8,11.0,12.0,52.0,42000.0,42000.0,116557.0,68.6356722808762
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,5.2,2008,9,9.0,2008,9,9.0,2.0,60.0,565.0,625.0,104477.5,68.6356722808762
Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,29905.0,2008,8,26.0,2008,8,28.0,16.0,21.0,25450.0,20000.0,107022.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,144.0,2008,9,22.0,2008,9,22.0,2.0,112.0,40000.0,112.0,554.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,144.0,2008,8,8.0,2008,8,11.0,162.0,90.0,52630.0,57630.0,174836.0,68.6356722808762
Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,29905.0,2008,6,26.0,2008,6,13.0,16.0,2.0,25450.0,20002.0,107022.0,68.6356722808762
Hydrological,Flood,Riverine flood,NPL,Nepal,Southern Asia,29905.0,2008,7,,2008,7,,65.0,21.0,70000.0,70000.0,42.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2008,6,24.0,2008,6,27.0,14.0,52.0,340000.0,340000.0,254969.0,68.6356722808762
Hydrological,Flood,Flash flood,LKA,Sri Lanka,Southern Asia,40670.0,2008,5,29.0,2008,5,5.0,25.0,21.0,362582.0,362582.0,107022.0,68.6356722808762
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,106000.0,2008,5,27.0,2008,5,5.0,64.0,166.0,538000.0,538166.0,107022.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,THA,Thailand,South-eastern Asia,144.0,2008,5,2.0,2008,5,3.0,12.0,52.0,40000.0,1000.0,97437.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2006,10,,2006,10,,1.0,12.0,40000.0,12.0,97437.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,MMR,Myanmar,South-eastern Asia,215.0,2008,5,2.0,2008,5,3.0,138366.0,20000.0,2400000.0,2420000.0,5827873.0,68.6356722808762
Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,4200.0,2008,4,23.0,2008,4,27.0,19.0,21.0,34514.0,34514.0,107022.0,68.6356722808762
Hydrological,Mass movement (wet),Avalanche (wet),CHN,China,Eastern Asia,0.0,2008,3,14.0,2008,3,14.0,12.0,13.0,1275.5,300.0,20565.5,68.6356722808762
Hydrological,Flood,Flood (General),IND,India,Southern Asia,144300.0,2008,3,20.0,2008,3,28.0,37.0,21.0,10278.0,10278.0,2914.0,68.6356722808762
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,80090.0,2008,3,10.0,2008,3,3.0,19.0,21.0,60000.0,60000.0,107022.0,68.6356722808762
Meteorological,Extreme temperature,Severe winter conditions,TJK,Tajikistan,Central Asia,-15.0,2008,1,,2008,1,,50.0,472.0,2000000.0,2000000.0,1223853.0,68.6356722808762
Meteorological,Storm,Blizzard/Winter storm,IRN,Iran (Islamic Republic of),Southern Asia,144.0,2008,1,,2008,1,,28.0,52.0,40000.0,14400.0,97437.0,68.6356722808762
Climatological,Drought,Drought,PHL,Philippines,South-eastern Asia,3500.0,2007,8,,2007,8,,37.0,45.5,2100000.0,2100000.0,364331.0,66.09810296587726
Meteorological,Extreme temperature,Heat wave,CHN,China,Eastern Asia,39.0,2005,7,,2005,7,,50.0,200.0,75000.0,200.0,90654.0,62.25647852982311
Hydrological,Flood,Flood (General),IND,India,Southern Asia,29905.0,2007,2,11.0,2007,2,16.0,40.0,8.0,25450.0,8.0,107022.0,66.09810296587726
Geophysical,Volcanic activity,Ash fall,PHL,Philippines,South-eastern Asia,0.0,2007,7,31.0,2007,7,31.0,10.0,46.5,14036.0,14036.0,23153.0,66.09810296587726
Hydrological,Flood,Flood (General),TJK,Tajikistan,Central Asia,29905.0,2007,7,22.0,2007,7,22.0,21.0,21.0,25450.0,125.0,107022.0,66.09810296587726
Hydrological,Flood,Riverine flood,MYS,Malaysia,South-eastern Asia,29905.0,2007,12,7.0,2007,12,21.0,29.0,21.0,25450.0,29000.0,549184.0,66.09810296587726
Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,7950.0,2007,12,16.0,2008,12,1.0,19.0,21.0,250000.0,250000.0,107022.0,66.09810296587726
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,21120.0,2007,7,16.0,2007,7,20.0,44.0,21.0,35000.0,35000.0,153032.0,66.09810296587726
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,103600.0,2007,7,12.0,2007,7,10.0,96.0,21.0,11100000.0,11100000.0,107022.0,66.09810296587726
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,15360.0,2007,8,3.0,2007,8,27.0,15.0,21.0,500000.0,500000.0,107022.0,66.09810296587726
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,198.0,2005,9,26.0,2005,9,26.0,25.0,52.0,5719000.0,5719000.0,1670509.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2007,11,4.0,2007,11,6.0,8.0,52.0,33884.0,33884.0,4495.0,66.09810296587726
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,144.0,2007,10,6.0,2007,10,10.0,18.0,67.0,1000.0,1067.0,52952.0,66.09810296587726
Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,24810.0,2007,10,14.0,2007,10,24.0,15.0,21.0,22000.0,22000.0,15129.0,66.09810296587726
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,0.0,2007,10,16.0,2007,10,18.0,10.0,46.5,22154.0,22154.0,23153.0,66.09810296587726
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,483900.0,2007,7,3.0,2007,7,22.0,1103.0,21.0,18700000.0,18700000.0,107022.0,66.09810296587726
Meteorological,Storm,Tropical cyclone,PRK,Democratic People's Republic of Korea,Eastern Asia,144.0,2007,9,17.0,2007,9,25.0,12.0,52.0,40000.0,1649.0,97437.0,66.09810296587726
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2007,9,20.0,2007,9,20.0,9.0,52.0,40000.0,14400.0,965232.0,66.09810296587726
Hydrological,Flood,Flash flood,YEM,Yemen,Western Asia,59870.0,2007,3,23.0,2007,3,30.0,36.0,18.0,600.0,618.0,107022.0,66.09810296587726
Hydrological,Flood,Riverine flood,MMR,Myanmar,South-eastern Asia,119100.0,2007,7,6.0,2007,7,11.0,19.0,55.0,97628.0,101920.0,107022.0,66.09810296587726
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2007,8,18.0,2007,8,21.0,39.0,52.0,8000000.0,8000000.0,1347323.0,66.09810296587726
Hydrological,Flood,Riverine flood,YEM,Yemen,Western Asia,25390.0,2007,1,1.0,2007,1,4.0,7.0,21.0,2000.0,2000.0,107022.0,66.09810296587726
Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,44620.0,2007,1,10.0,2007,1,24.0,9.0,21.0,24508.0,24508.0,6173.0,66.09810296587726
Meteorological,Extreme temperature,Heat wave,JPN,Japan,Eastern Asia,40.9,2007,8,,2007,8,17.0,62.0,3000.0,75000.0,3000.0,90654.0,66.09810296587726
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,29905.0,2007,7,18.0,2007,7,22.0,83.0,142.0,112600.0,112742.0,497745.0,66.09810296587726
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,165100.0,2007,7,18.0,2007,7,3.0,170.0,21.0,386000.0,386000.0,60516.0,66.09810296587726
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,4600.0,2007,7,22.0,2007,7,7.0,88.0,12.0,3377.0,3389.0,107022.0,66.09810296587726
